# GENERATED by backend/scripts/reconcile_twda.py — do not hand-edit.
# Human decisions belong in backend/src/data/twda_rulings.tsv, which
# is an input to this file.
#
# twda_id<TAB>action[<TAB>target]
#   attach:<tournament_uid>  we already hold this event
#   create<TAB><user_uid>    reconstruct it, won by that member
#   create                   reconstruct nothing: winner unresolved
#   review<TAB><uids>        UNDECIDED, with the candidates
#
# The consumer creates only `create` lines carrying a winner. Every
# other shape is logged and skipped, never guessed at.
2k5fortalezamay	create	019f1a00-9a1f-7150-b218-8898759a8b4c
2k5gameconnection	attach:019f1a07-1cf0-75c3-b86a-9b54279bf700
2k5gcq	attach:019f1a06-9215-72be-9fb3-f3df20501d75
2k5genconday1	attach:019f1a06-b32c-7084-812f-6c6bed7c025d
2k5genconday2	attach:019f1a07-6d57-736c-bd78-d0140bff5b4a
2k5genevamay8	attach:019f1a07-02e5-71cc-ba8b-4d1a3ef05a11
2k5germanchampionship	create	019f1a00-733c-7557-8a74-a4289046ee48
2k5gilbertmurdock	attach:019f1a07-02ec-71ff-a92a-dc246a429ae3
2k5glenburnietftd	attach:019f1a06-89e7-758a-9a59-1ec7ad482173
2k5glq	attach:019f1a06-0dd7-743f-95c8-156a1a609b2f
2k5gothenburgfeb	attach:019f1a06-d94f-77e6-bed8-cb07f33a2694
2k5gothenburgjan	attach:019f1a07-34b0-7365-978c-ab98008a740d
2k5gothenburgsept	attach:019f1a06-03c9-7671-8fab-13880f7d3e32
2k5gothnov	create	019f1a00-5a23-73c6-975d-cf9cc06cdc9f
2k5indianamarch	attach:019f1a05-fc7b-77cd-bc10-e28e7ad67011
2k5italyecq	attach:019f1a06-6000-7074-9980-3d63fa20edd6
2k5ithacaaug	create	019f1a00-1dd8-727d-b351-065d161a823a
2k5ithacajan	attach:019f1a06-13a8-77c7-8502-107e10ab3c94
2k5ksvilavelha	create	019f1a00-9992-70db-983c-061218238878
2k5lacq	attach:019f1a05-e60c-7409-8a20-6d0f15dc8aa2
2k5lammasfair	attach:019f1a06-5532-74a0-be12-e22166c81e2e
2k5laststandcan	attach:019f1a05-dc12-76fa-b9c8-2a76eee1063f
2k5lcecq	attach:019f1a06-aa87-77eb-b30d-d3ee982b4272
2k5lcqusa	attach:019f1a07-4ece-71b3-b361-bd9e27699af6
2k5leicesteraug	attach:019f1a06-50cc-72df-b05d-47dc63918967
2k5metzmarch	attach:019f1a07-1c3b-7250-8296-c9fd976385c4
2k5montrealapril	attach:019f1a07-0cee-701a-8dd0-ca1d34b736fa
2k5montrealoct	attach:019f1a06-2724-721e-8874-9c01f1b03382
2k5montrealqual	attach:019f1a01-db8d-7223-8345-0ffc27b5cef7
2k5norwaycq	attach:019f1a06-520e-70f7-b8e6-30854ec2612c
2k5nykarls	attach:019f1a07-343e-76d5-bee0-765ecc2cd9f4
2k5opendefrance	attach:019f1a07-67e5-77c8-b07a-2f5b0041294c
2k5originsfri	create	019f19ff-86e5-769c-8ca3-bc1992a8a86d
2k5originssat	attach:019f1a05-f050-71bf-86c8-78680ad7c182
2k5originssun	attach:019f1a06-084e-735a-942b-66d9ac9a058b
2k5originsthur10	attach:019f1a06-b85c-730b-a1d2-3ae3c1a0acdb
2k5originsthur2	attach:019f1a06-eae4-748e-9ae7-0e564ed24cb2
2k5originsthur4	attach:019f1a07-2d4d-732a-9d55-9c3d0c6471ad
2k5originsthur6	attach:019f1a07-4b2f-70f7-b595-e7df5e63a83f
2k5originsthur8	attach:019f1a07-63fb-7144-adb7-73569f6aebfe
2k5ottawacq	attach:019f1a07-480d-765e-b31e-4568d2d7e10c
2k5pariscup	attach:019f1a06-02e8-769f-940f-3f234441f963
2k5parisecq	attach:019f1a01-bb96-746c-bb91-4760dc50caa7
2k5poitiersfeb	attach:019f1a06-a00b-72e4-98e4-45a9c7bedd8d
2k5praxisquebec	attach:019f1a06-c5b9-7115-ad60-3fd138667f6d
2k5praxisturku	attach:019f1a07-41fa-7338-acc1-e4681a660099
2k5psatlanta	attach:019f1a02-0d8d-70c1-9028-b8c15c84b0b6
2k5qcfales	attach:019f1a06-c39a-7696-995b-ba5be4f61209
2k5quebecchamp	create	019f19ff-eb5c-7787-813e-a7753f12e435
2k5quebecjuly	attach:019f1a01-f064-7329-8f52-dfb632610620
2k5quebecsept	create	019f19ff-eb4b-7060-89ce-9e8c3b49e599
2k5reverenddj	attach:019f1a06-2f0f-776c-b216-68389d2e364e
2k5ropecon	attach:019f1a06-ef87-7360-a2ae-54a29f42d2f4
2k5sac	attach:019f1a06-e8ed-7691-b7b8-5b42db6e53c6
2k5scqcb	attach:019f1a05-f2eb-7568-ab90-b2037d423216
2k5seekonkjan	attach:019f1a02-0044-72ad-9458-9a75afe8d5c1
2k5shadowtwin19aug	create	019f19ff-a601-73a3-9fa5-5417b7120212
2k5sharednun	attach:019f1a06-35fb-74de-b168-ff03b59d1271
2k5slanymay	attach:019f1a06-a9f5-72aa-b2ed-23fb5b69c833
2k5snocon	create
2k5spain1cq	attach:019f1a01-e1c9-76ae-8ab1-61b0edf7fbc8
2k5spcq	attach:019f1a06-32c0-7755-af35-d611bf6f50b4
2k5strangerutrecht	attach:019f1a01-d5cf-75a5-9e6c-9073a1b5aa3c
2k5swedenqual	create	019f1a00-bddb-750d-bc98-55e0c19dc192
2k5swissecq	attach:019f1a06-1d30-7122-a914-49940bfbaa19
2k5swrc2k6	attach:019f1a05-c9a7-76e4-b1e3-acaeaaf4266a
2k5tlaxcala	create	019f19ff-b053-75b3-bdcd-d2a7b2b9b720
2k5totalconfriday	attach:019f1a05-de3c-74d4-b419-d32603bbc9a1
2k5totalconnerq	attach:019f1a06-62fd-76bf-8ba3-672c6730aa81
2k5trois-sept	create	019f1a00-1d9b-7685-ba9d-11b95f577cdf
2k5troisrivieresjuly	attach:019f1a07-516d-7243-8ca0-0a637ff6fcd3
2k5ukchamp	attach:019f1a05-d588-701a-aa53-afbe7ad31a7b
2k5ukcq	attach:019f1a05-ff88-7169-9f99-f7b949527cdd
2k5unduedallas	attach:019f1a02-0c66-75fe-bdce-cedc9d65e922
2k5valhallajuly	attach:019f1a06-b056-7617-8fae-326f235cf54f
2k5verdun	attach:019f1a06-d1df-7127-8d61-7fbb645a26ab
2k5vilavelhajan	attach:019f1a06-4e63-703d-b5d7-5765968b625d
2k5vilavelhasept	attach:019f1a07-0042-701b-aa57-ffda81188424
2k5vitoriajuly	attach:019f1a06-3b75-77d5-b69a-078fdd685def
2k5vitoriaqual	create
2k5warningsirensco	attach:019f1a06-5731-77c1-9aa9-b4d6afd44d55
2k5weighboston	attach:019f1a06-e415-7739-87f0-8fa7c0e7de83
2k6WelshECQ	attach:019f1a06-cfa2-737a-a5bd-1cef80fa10e3
2k6abyssalatl	create	019f19ff-e835-74b4-8617-049ef06de7a0
2k6aleslcqf	attach:019f1a05-ea98-7083-a014-266cfb08f205
2k6allbg	attach:019f1a06-a191-7091-bafd-6ad63f69e60f
2k6atlserq	attach:019f1a06-0c2c-761a-94a4-34a5aaae5b91
2k6aussiechamp	attach:019f1a06-d695-73bf-9bbc-f5c39f5e60e3
2k6aussielcq	create
2k6austrianqualifier	attach:019f1a06-9867-7137-99a3-dc30808ac6c8
2k6becomingennoia	attach:019f1a07-0e09-7441-b894-63f3e7c7a7e5
2k6blrfls	attach:019f1a01-fad4-74bd-9d8d-ccf6910f45cc
2k6breakthecode	create	019f1a00-023c-7592-a6fe-86f531b4ca63
2k6burtonmarch	attach:019f1a07-1b9d-75b2-9b91-7079b913f423
2k6celerity	attach:019f1a01-a6b6-717f-8909-aff65ab564a1
2k6cevpel	attach:019f1a06-7d7c-708e-842e-6b44d3504aa5
2k6ch-templecon	create
2k6con3goth	attach:019f1a07-32b0-77a8-95c9-01fe1ce8f7e0
2k6con4goth	attach:019f1a01-fcc1-7540-8a6b-736cb81b4888
2k6conklaavi	attach:019f1a05-e22b-733a-b781-c12088846674
2k6coupedeparis	create	019f1a00-4c26-71a8-aac4-ac38fd86daf2
2k6crimsonwar	attach:019f1a06-8f58-7001-a40a-b9e3b188bb41
2k6czechnats	create	019f1a00-ca97-713f-b233-500f59a29188
2k6dcqual	attach:019f1a05-d290-7260-8806-96a509f0f3b4
2k6dragonsbreathrounds	attach:019f1a01-b323-77b1-95c3-c2e98b3e7fe5
2k6ecchamp	attach:019f1a06-9c3c-7398-93c3-17e1bf7ed6b2
2k6eclcq	attach:019f1a06-58a5-7249-a6ac-1ee89ff738f5
2k6ecqjvc	attach:019f1a06-66a4-7135-a261-44c6adb34993
2k6edbeardatl	attach:019f1a07-162b-73ad-93ae-60229abc84b4
2k6edgegoth	create	019f1a00-5ab4-71ce-86d9-de1c175240c6
2k6edmontonfeb	create	019f19ff-b898-7164-9779-7868a71838f1
2k6eetr	attach:019f1a05-d53d-7258-8561-f4b56b200810
2k6essenspiel	attach:019f1a06-197b-7418-86ca-d991c3f620e9
2k6eudemoniajan	create	019f19ff-88c7-713a-a7ab-4c9caae2edc9
2k6expiateboston	attach:019f1a06-2c0c-740a-8c04-83f7730e72e2
2k6faceaface	attach:019f1a01-dc96-71f0-8634-93fc7095163e
2k6frenchchamp	attach:019f1a06-7c48-768f-b919-ff108369b8e7
2k6gencon	create	019f19ff-8580-73d7-9dde-4a4b778ca852
2k6germanqualifier	attach:019f1a06-7405-772e-9bcd-f173ec97c0f3
2k6glq	attach:019f1a07-4d9e-772a-8038-07788a3b9279
2k6glq2	attach:019f1a06-4539-749c-bbe0-774f349aa6f6
2k6gothfeb	create	019f1a00-5ab4-71ce-86d9-de1c175240c6
2k6gtossherbrooke	attach:019f1a06-f18d-70c4-be26-3a072818a503
2k6gtpsf	attach:019f1a06-3f93-7265-b5e6-250509e5c1d5
2k6itb422	create	019f19ff-bb89-72fa-80f8-f715da313543
2k6karlsruhefeb	attach:019f1a01-ce9e-719c-bf16-03338b7d2f9a
2k6lalfdfeb	attach:019f1a07-6e83-7224-a9af-5ee00c417067
2k6lcqectorino	attach:019f1a06-b497-75fc-af03-2f783f88e1a7
2k6lockcolumbus	attach:019f1a06-33f3-7753-8830-f5c3ef019d97
2k6louisianaqual	attach:019f1a07-0f57-7331-88f7-0e490a6864c7
2k6lunaticnorthampton	attach:019f1a06-860c-77f2-8c97-35ec73886b82
2k6midspringtampere	create
2k6moakquebec	create	019f19ff-ec84-731f-9fb4-1f77b2564d31
2k6montpellierqual	create	019f1a00-bd3f-7466-978b-569b9849f3ce
2k6montrealfeb	create	019f1a00-1b3d-73bb-8d03-6af42c14de07
2k6montrealqual	attach:019f1a06-15cb-76b9-93aa-a1b12881f3c1
2k6motherofhorrors	create	019f19ff-ecf7-753d-9e8c-57785ff9d237
2k6mrmontreal	attach:019f1a07-6d4b-703f-b5a7-ae93066d15f0
2k6munduko	attach:019f1a01-a12b-7406-9215-687ba47aa22d
2k6nacc	attach:019f1a07-4c10-752b-8af4-5b83c9234bc6
2k6naccday1	attach:019f1a05-f3cf-7702-a931-7cc9381fef47
2k6nacclcq	attach:019f1a02-11a1-77e7-a1fa-80d577b5d7a3
2k6nerq-templecon	attach:019f1a01-be2e-72e5-bfa5-c6b113848f9d
2k6nfcqp	create	019f1a00-4bea-75a3-91a3-e1e7ce357089
2k6nnjqual	attach:019f1a07-165a-76b9-b1b2-f1d9308b410e
2k6norwaychampion	create	019f19ff-aefb-771d-b96b-a3e8993b0cb6
2k6nwhpa	create	019f19ff-ae34-7697-8b5f-766f1c2ecdab
2k6ootspain	attach:019f1a06-3160-70a3-acf5-1a91e97eea1c
2k6originscq	attach:019f1a07-01e6-71ef-a07f-46c421b3a64d
2k6originsfri3	create	019f1a00-22a0-7355-9d88-84013e2d193f
2k6originsfri9	attach:019f1a06-f740-75d5-80c0-fbf069f2c4c6
2k6originssun11	attach:019f1a06-fd42-77aa-9c26-190abb398fc0
2k6originsthu3	create	019f19ff-8580-73d7-9dde-4a4b778ca852
2k6originsthu7	attach:019f1a07-37c4-7341-ab82-de85e9cc139a
2k6originsthu9	attach:019f1a01-e089-7500-8e7f-7dc1c2d3f846
2k6parisecq	attach:019f1a07-4ed8-73a2-b902-795ca980ec90
2k6pbla3	create	019f19ff-8651-7584-ad60-b638645dc2bc
2k6pbla4	attach:019f1a06-714c-7150-8191-a969157421c2
2k6pittsfeb	attach:019f1a06-ebfd-73c7-a409-ae86d79bc2e4
2k6praxisparis	create	019f1a00-4c26-71a8-aac4-ac38fd86daf2
2k6praxispoitiers	attach:019f1a06-9d50-73d5-a818-6ea5fabec34f
2k6praxisturku	attach:019f1a07-4fa1-7529-911d-35fdb3962179
2k6pst29	attach:019f1a06-e821-76e1-a7fb-cc823969b786
2k6quebecchamp	attach:019f1a06-6209-76b7-aa06-f61c55ed3f33
2k6queenslandqual	attach:019f1a06-8f24-75fa-b699-591ee3f94cb9
2k6razorbatatl	create	019f19ff-e835-74b4-8617-049ef06de7a0
2k6reinsboston	attach:019f1a06-6b39-75d4-a181-7c8605d30bc1
2k6riocontqual	create	019f1a00-9823-72be-92f3-88d663aa29c3
2k6ropecon	attach:019f1a07-1dc4-7153-bfeb-1f8a1716779e
2k6rosetrois	attach:019f1a07-0e78-7160-8661-2f69ca7ef2bf
2k6saopaulocq	create
2k6settingsun	attach:019f1a06-2f0a-77d0-be7b-f9fc17b24672
2k6sgquebec	create	019f19ff-eb4b-7060-89ce-9e8c3b49e599
2k6shadowtwinatl	attach:019f1a06-86fa-741d-978d-ef01ec04c15b
2k6shameohio	attach:019f1a01-aa9a-71ed-8ac0-25e8c20713cc
2k6slcqual	attach:019f1a01-c83b-7280-bfa7-abdc23321b65
2k6sncqvs	attach:019f1a01-d37f-706d-9586-5c9c29378bac
2k6sonarba	attach:019f1a07-1a33-7261-9ac5-a1706851131a
2k6swedishqualifier	attach:019f1a07-5582-7078-9b61-f062353f0ec5
2k6sydneyqualifier	attach:019f1a06-56b9-7272-a33b-228b2770daa3
2k6tamperejan	create	019f1a00-c052-771c-880c-de39b6fad4af
2k6texasregional	attach:019f1a05-d79e-731d-be63-524cf421cf7b
2k6tilburgecq	attach:019f1a06-b69a-723d-bcd9-907a92c3925d
2k6torontoapril	create	019f19ff-8def-777c-b357-d60c5ca2f24b
2k6tutelage	attach:019f1a01-a6fe-762f-9921-2cd58066c864
2k6ukecq	attach:019f1a01-bf60-719b-b017-b88557f9681e
2k6uknat	attach:019f1a06-abc8-73e5-a45c-b1269a23ad82
2k6vdageneva	attach:019f1a07-5537-7788-b001-3ab6a5a4d96d
2k6vitoriajuly	attach:019f1a06-8459-722f-9f67-fbdbf619e44b
2k6vitoriajune	create	019f1a00-99b0-74c4-82b6-02c60be77f1a
2k6vohmn	create	019f19ff-8985-7494-b331-0316285d79f8
2k6vtesinthesun	attach:019f1a06-6e4f-773f-8fe8-31c3d9e8036c
2k6wonMonday	attach:019f1a05-e21c-7756-aeb8-57d0a21072e8
2k6wonThursday	attach:019f1a06-d36a-7042-907a-46dc9404e931
2k6wonTuesday	attach:019f1a06-0348-74be-b6a0-068b22658f9c
2k6wonWednesday	attach:019f1a06-5ccb-73a9-9fc7-3073d8873e65
2k6yawpcourtfr	attach:019f1a07-036a-77b7-ab99-a97ba52a31fc
2k74campeonato	attach:019f1a07-49d1-742a-81fb-bc3fbd67148a
2k75thbudapest	create	019f1a00-66c3-7285-9ffe-82e841cac0ea
2k7HungaryKismaros	attach:019f1a07-3b4e-7142-a7d8-0429b0c3da8a
2k7Merenrannalla	create	019f1a00-410e-7340-ba8d-7f9bb1e388e1
2k7NAC1	attach:019f1a07-6fd9-732c-84b8-053ad0475d39
2k7NAC2	attach:019f1a06-b5f8-7691-a40c-fc0ba54ee025
2k7NACLCQ	attach:019f1a07-1701-70aa-985d-d208cb924725
2k7SAC	create	019f1a00-9d9a-75ab-9267-fcb18a6a7bfa
2k7Szolnokqual	attach:019f1a06-844d-7770-b060-1a0ae92654e0
2k7abjurewo	attach:019f1a05-c985-7134-893d-a32840ab48c5
2k7acchamp	attach:019f1a01-ebee-769e-96ad-f3203ce83c5e
2k7aclcq	attach:019f1a07-0c4f-711c-99e7-c82f9e07d7c2
2k7aircon	attach:019f1a01-fd4f-718e-a3c8-2fd8be5ca5cd
2k7alesmq	attach:019f1a05-e6b5-7057-b6ac-76be6e71f9df
2k7alesnqf	create	019f1a00-bd51-74ff-adbd-f0cf674886f6
2k7aomvitoria	attach:019f1a06-c35f-74eb-a428-be44a5456b14
2k7avazaragoza	attach:019f1a06-5b00-71b9-8d7c-32f21cd0c137
2k7badia2dec	attach:019f1a06-4091-767e-a660-634b74bc117f
2k7bb5th	attach:019f1a07-0905-70db-82cb-e2db8e80c99b
2k7bdbelgrade	attach:019f1a06-9bb4-767c-943a-7b5ee1cbfdab
2k7belarusnats	create	019f1a00-824a-76ab-809a-8b5589a02e97
2k7belgrade1st	attach:019f1a02-0288-77f5-b2f6-591833913a28
2k7beno	attach:019f1a06-c110-73a6-8bbe-7a5e6263c50f
2k7bhrpalma	attach:019f1a06-21d9-7439-8610-f1e546dd0d16
2k7bloodrose	attach:019f1a02-008d-762e-951a-b4da46f5261a
2k7botukaug	attach:019f1a01-b663-7305-8fff-58ad6c29a120
2k7brazilnatchamp	attach:019f1a07-2b17-7312-a6c7-8229755f71bb
2k7brujahdebatemontreal	attach:019f1a06-5e26-7244-8a3a-55b58e017af6
2k7bsalberta	attach:019f1a06-14a9-778d-bb36-b215587114dd
2k7budapestqual	attach:019f1a07-349f-72ff-8a0e-97fc449c075c
2k7cahatl	attach:019f1a06-1b33-701e-9561-c2ac6bbd83ac
2k7campeonato	create	019f1a00-9aaf-7311-ac03-7ac9fb108439
2k7campeonatojuizforano	attach:019f1a06-3dda-75d5-85f7-d3ff36bf2fcd
2k7camphelland	attach:019f1a07-67fc-76f3-a897-fe292e51c920
2k7capetownmar	attach:019f1a01-b2ef-775f-bc33-5c89cfee34eb
2k7capetownnovember	create	019f1a00-8c22-71c4-a287-75379fcc677e
2k7capetownrar	create	019f19ff-c2d9-727e-ae89-005155b276be
2k7ccpalma	attach:019f1a06-56aa-7725-b347-1f115b61956b
2k7cfntcs	attach:019f1a05-f205-714b-b963-ebd774fc9a50
2k7comjust	attach:019f1a06-8f1f-734c-9d4b-789b9fb1c8e6
2k7condemtampere	attach:019f1a07-475d-755e-a19e-c1b1c4534c03
2k7cotd	attach:019f1a06-99c9-7782-b4ac-ba9f2acad72e
2k7coupedeparis	attach:019f1a06-9ad7-73e8-b76d-3a2558f2492d
2k7crusadeseattle	attach:019f1a06-6442-7078-8e2f-3b4b65bf68c3
2k7ctgs	attach:019f1a06-e173-758a-9308-636d5b839365
2k7ctltrc	create	019f19ff-ec72-76fa-9cb2-26433011fdf9
2k7ctw1	attach:019f1a06-e16a-731e-825f-e3a4ebf5752a
2k7ctw2	attach:019f1a06-abbd-7533-9dbe-10e75beceeba
2k7czechnats	attach:019f1a06-6b2d-7165-af64-553f7afdb6a0
2k7debrecen	attach:019f1a06-20b3-73c2-bdb7-9f4a05970774
2k7denverqual	attach:019f1a07-42d4-7325-9814-4cdf6842582b
2k7doesherbrooke	attach:019f1a01-d6a8-70c7-8298-1726a1525036
2k7dpparis	attach:019f1a06-3d3a-76d2-b613-e50e69d837a2
2k7dtdrome	attach:019f1a01-e74d-77fd-bf10-fd9b6746ed3b
2k7dusttodust	attach:019f1a05-ece9-77c9-a69f-1150ecbc21f4
2k7dycnice	attach:019f1a07-0249-77ab-99aa-addc438b193e
2k7ecday1	attach:019f1a06-3ec4-7383-ad7a-945a147309dc
2k7ecday2	attach:019f1a05-df53-70c5-8036-ddbe7c9890ee
2k7eclcq	attach:019f1a05-f539-76af-bcd2-f082cbe961af
2k7ecqfinland	attach:019f1a07-584d-7639-b452-e87ec9bca9fd
2k7ecqmanse	create	019f1a00-5d64-75f5-8133-cb91db0ed194
2k7ecqutn	attach:019f1a07-17ee-77d5-a2f2-88d44080ef6b
2k7emcdras	attach:019f1a06-988c-773d-8164-019ef8ebe297
2k7emeraldecq	attach:019f1a06-b2c0-724e-bab9-7085e994cfd1
2k7englishqualifier	attach:019f1a06-eb07-754a-92da-668bd39af6c9
2k7epiphanydc	attach:019f1a06-0925-7767-b4b7-24f6fc8da3fa
2k7es-mgqual	attach:019f1a07-1be9-77ee-9c6d-6608e221e837
2k7essgothenburg3	attach:019f1a06-def2-74d4-a200-2b8e19e3a0d1
2k7ezecapetown	attach:019f1a07-2eef-70b4-9127-206e88f91797
2k7flekkefjordmay	attach:019f1a07-6378-73ad-9da6-277461efbaa3
2k7fnqmarseille	create	019f19ff-d526-749e-8ae6-dda9a370cff5
2k7frenchchamp	attach:019f1a06-1ed8-7404-848b-bd59d1c5e57d
2k7fsb	attach:019f1a06-4cc5-7189-af47-40a66c81cee2
2k7fsboston	attach:019f1a06-db7e-738c-a8bb-dafa5edfe2e0
2k7fshelsinki	create	019f1a00-c052-771c-880c-de39b6fad4af
2k7fshelsinki2	attach:019f1a06-167b-734b-8bea-42cf89f46668
2k7fsmc	attach:019f1a07-49ce-723f-8c7d-9a1f3a7b18f2
2k7fsrco	attach:019f1a06-eca9-700e-b232-c00293eebaa1
2k7fstorun	create	019f19ff-cccc-706f-b5e9-deb64c519d9a
2k7gearupboston	attach:019f1a07-26fe-70e0-9522-c96ffb776506
2k7genconsaturday	attach:019f1a06-bd4a-70ec-a40c-dc750d256520
2k7glqohio	attach:019f1a07-1510-7181-819b-fc2015afb9c1
2k7gmma	attach:019f1a07-3899-77cd-86e4-e73ea7815b50
2k7gothenburgmini	attach:019f1a06-c46f-743b-9551-85468c98712f
2k7gramleboston	attach:019f1a07-3a39-76d8-9822-1f8c00f5ca53
2k7guarudevolta	create	019f1a00-9746-74fc-bcf7-febd3c0cbaa3
2k7hadithakasha	attach:019f1a07-31f6-742a-9b90-c0055481e8de
2k7handcontractparis	attach:019f1a01-f27e-72cd-9950-abb73c291ca1
2k7harvestritescanada	attach:019f1a07-5baf-7207-bd37-2911ebd51cb1
2k7hnywo	attach:019f1a06-ac9c-75bc-a525-2747942a4a63
2k7hungarychamp	create	019f19ff-84d4-7674-99a7-8a702c6c7f10
2k7icqbologna	attach:019f1a06-1a7e-7034-b828-dd1478d2eea9
2k7italiannc	attach:019f1a06-2bd9-72fd-8188-d2784c0f7eb0
2k7kickedithaca	attach:019f1a06-7aba-7066-abca-0ea1e7e9c3d5
2k7kisvitoria	attach:019f1a06-1a3c-758c-ac9c-f92beeeef6bd
2k7last4	attach:019f1a07-4e33-7799-830c-d228c80c7031
2k7lasttrondheim	attach:019f1a06-d80a-775b-a1c8-c5c1c817510f
2k7lcbtfchile	attach:019f1a01-a788-7163-9770-1ca716f104d3
2k7lcqbrazil	attach:019f1a07-49d8-75a1-95cb-2055a5a4b415
2k7lcqfrenchchamp	attach:019f1a06-ef9f-759d-8961-b76d36fec14f
2k7lcqsc	attach:019f1a06-f517-74d4-b79d-85c89cf2137f
2k7llaqual	attach:019f1a01-ae16-77e3-b12a-011be8aefd68
2k7londondec	attach:019f1a01-e694-7651-ad07-d138979a50e3
2k7lordslegal	attach:019f1a02-019b-7672-85b5-8b2d85743c76
2k7losangelesqual	attach:019f1a06-cfaa-75f5-b814-9969c052f6f9
2k7luccaitaly	create	019f1a00-5343-74f8-8527-046bdc0b3062
2k7manheimgc	attach:019f1a06-dd8b-7575-820c-84de08ae866d
2k7mbsatl	create	019f19ff-e835-74b4-8617-049ef06de7a0
2k7mbscolumbus	attach:019f1a07-5a80-756d-9e41-60a4f541a9b1
2k7melbournequalifier	attach:019f1a05-cddd-7437-ad0f-28ef87913cf2
2k7minihelsinki	attach:019f1a06-6f12-7318-9bc1-03d62c820b24
2k7mirrorwalkdc	attach:019f1a07-46a5-7502-8892-ce412a979157
2k7mozambiquecp	attach:019f1a07-2ce0-7002-887e-7b54b7afeccb
2k7mqvitoria2	create	019f1a00-9998-7543-aa72-ca3559b3ccdf
2k7mundomitagos	attach:019f1a06-b2e6-76c8-b02f-98862ff50bcf
2k7mundukoaugust	attach:019f1a07-2519-7399-996c-c1e0ba9ab199
2k7nailsboston	attach:019f1a07-5173-75df-9110-e0cabd2bcda2
2k7nerq	create	019f19ff-8a52-703a-a046-4c3a06e03d9f
2k7niceecq	attach:019f1a06-62f9-7314-88b6-e8f11e81684e
2k7noo	attach:019f1a07-47ea-72f6-9cbd-ff9b21f98b2d
2k7nordestequal	attach:019f1a06-15ee-7039-99cc-b2dc54ede3c1
2k7nosholiday	attach:019f1a06-c482-71e6-8bb8-be1af4bcde29
2k7nsftmmallorca	create	019f1a00-4948-71e3-b211-71ae289ad322
2k7nswqual	attach:019f1a01-c146-703e-820c-2b727eb9bbc7
2k7nwqseattle	attach:019f1a07-59c9-74df-bc1b-648b771c746a
2k7nycfridaymay	attach:019f1a06-d690-7755-b09c-0cbb5049eab6
2k7nycqual	attach:019f1a05-cb7d-75fe-82c2-04d4f337a8d0
2k7originsfrim	create	019f19ff-8580-73d7-9dde-4a4b778ca852
2k7originsfrin	attach:019f1a07-5165-7688-b33e-08e1159a3024
2k7originssat	attach:019f1a07-3752-7364-afba-8033a8aae42c
2k7originssun	attach:019f1a07-352b-7300-8f2a-ae07e486903f
2k7originsthurs	create	019f19ff-8580-73d7-9dde-4a4b778ca852
2k7palmamq	attach:019f1a06-91c6-74dd-8ceb-d3f8825a81af
2k7palmaqual	create	019f1a00-4945-7575-b808-2c59d4680e2d
2k7palmasts	create	019f1a00-4945-7575-b808-2c59d4680e2d
2k7parisbclv	create	019f1a00-4c4d-7724-9f24-901172a83fda
2k7pbcataluna	attach:019f1a05-fe28-74c8-9654-ff259b222d15
2k7pernajamq	attach:019f1a06-a4f4-724b-8c10-a27b58288451
2k7polandqual	create	019f19ff-ba50-7516-9e7b-a11746e92d88
2k7polishnat	create	019f19ff-c436-74d2-a2cd-396495ed3f9d
2k7praxispalma	create	019f1a00-4945-7575-b808-2c59d4680e2d
2k7psbudapest	attach:019f1a07-3229-7788-9655-de135cd74da9
2k7pstilburg	attach:019f1a07-1ef6-720f-9ea4-39d5fc05ce1a
2k7psturku34	attach:019f1a07-2892-725a-8dc9-3e8b0978c221
2k7pswesterville	attach:019f1a07-0a5b-767d-8af7-56bf599fb3e2
2k7qcfgeneve	create	019f1a00-4f4c-75a2-89a1-d72f2cd97cb0
2k7qcfmetz	attach:019f1a07-439f-71ec-b6bc-fecd907c739f
2k7qualifiersul	create	019f19ff-a113-7211-a8cb-fb77f32793e3
2k7quebecchamp	attach:019f1a01-f537-7375-b9a9-6a1abc7e7919
2k7quickjabmontreal	create	019f1a00-1c71-707c-bd77-2d58b391496d
2k7ricolocokarlsruhe	attach:019f1a01-b8a6-7369-89a7-cd5b9e866cbe
2k7ropecon	attach:019f1a07-532f-712d-acde-d8a60f1ea10f
2k7rpghu	create	019f1a00-6788-71da-b896-739d17512464
2k7rumble	attach:019f1a06-3b8a-7123-b6ee-1c302b22d521
2k7rumblerome	create
2k7rumblesa	attach:019f1a06-a99f-77f9-98cb-7738a1b50b0d
2k7saatl	create	019f19ff-e835-74b4-8617-049ef06de7a0
2k7saosacq	attach:019f1a01-ff4a-757a-8390-4457fc0cf47a
2k7scqbmbs	attach:019f1a01-f975-7275-81ff-f9bc07de1966
2k7sctgs	attach:019f1a06-3dcd-7741-8254-be76fd1a7a4a
2k7seqq	attach:019f1a07-6f55-7096-8d7d-f33e39786833
2k7shdallas	attach:019f1a07-3820-7205-8a6f-a3c94e7e2268
2k7sixthtdk	create	019f1a00-6788-71da-b896-739d17512464
2k7snsmqbarga	attach:019f1a06-a518-7537-82e6-b6732821eab1
2k7spanishchampionship	attach:019f1a05-edf3-750c-a10c-88fd98a8c6a9
2k7spbsc	attach:019f1a07-0c77-72d3-8d7f-eb4a81e23d28
